mode,date,tap,time,count
bus,20200827,off,14:00,6649
bus,20200827,off,14:15,7360
bus,20200827,off,14:30,7841
bus,20200827,off,14:45,9182
bus,20200827,off,15:00,10298
bus,20200827,off,15:15,13023
bus,20200827,off,15:30,14105
bus,20200827,off,15:45,13636
bus,20200827,off,16:00,12698
bus,20200827,off,16:15,11675
bus,20200827,off,16:30,10516
bus,20200827,off,16:45,10120
bus,20200827,off,17:00,9652
bus,20200827,off,17:15,9925
bus,20200827,off,17:30,9816
bus,20200827,off,17:45,9956
bus,20200827,off,18:00,9138
bus,20200827,off,18:15,8426
bus,20200827,off,18:30,7311
bus,20200827,off,18:45,6259
bus,20200827,off,19:00,4846
bus,20200827,off,19:15,4544
bus,20200827,off,19:30,3720
bus,20200827,off,19:45,3307
bus,20200827,off,20:00,2789
bus,20200827,off,20:15,2767
bus,20200827,off,20:30,2347
bus,20200827,off,20:45,2189
bus,20200827,off,21:00,2163
bus,20200827,off,21:15,1996
bus,20200827,off,21:30,1439
bus,20200827,off,21:45,485
bus,20200827,off,22:00,449
bus,20200827,off,22:15,489
bus,20200827,off,22:30,375
bus,20200827,off,22:45,335
bus,20200827,off,23:00,257
bus,20200827,off,23:15,238
bus,20200827,off,23:30,193
bus,20200827,off,23:45,169
bus,20200827,on,00:00,337
bus,20200827,on,00:15,230
bus,20200827,on,00:30,220
bus,20200827,on,00:45,155
bus,20200827,on,01:00,135
bus,20200827,on,01:15,113
bus,20200827,on,01:30,151
bus,20200827,on,01:45,74
bus,20200827,on,02:00,122
bus,20200827,on,02:15,118
bus,20200827,on,02:30,118
bus,20200827,on,02:45,88
bus,20200827,on,03:00,123
bus,20200827,on,03:15,114
bus,20200827,on,03:30,136
bus,20200827,on,03:45,138
bus,20200827,on,04:00,199
bus,20200827,on,04:15,167
bus,20200827,on,04:30,383
bus,20200827,on,04:45,584
bus,20200827,on,05:00,1007
bus,20200827,on,05:15,1755
bus,20200827,on,05:30,2485
bus,20200827,on,05:45,3393
bus,20200827,on,06:00,4490
bus,20200827,on,06:15,5470
bus,20200827,on,06:30,6081
bus,20200827,on,06:45,6513
bus,20200827,on,07:00,8928
bus,20200827,on,07:15,11237
bus,20200827,on,07:30,14747
bus,20200827,on,07:45,16376
bus,20200827,on,08:00,17030
bus,20200827,on,08:15,16069
bus,20200827,on,08:30,12869
bus,20200827,on,08:45,9255
bus,20200827,on,09:00,8030
bus,20200827,on,09:15,7271
bus,20200827,on,09:30,6887
bus,20200827,on,09:45,6215
bus,20200827,on,10:00,6233
bus,20200827,on,10:15,6312
bus,20200827,on,10:30,6471
bus,20200827,on,10:45,6157
bus,20200827,on,11:00,6531
bus,20200827,on,11:15,6286
bus,20200827,on,11:30,6301
bus,20200827,on,11:45,6016
bus,20200827,on,12:00,6404
bus,20200827,on,12:15,6594
bus,20200827,on,12:30,6654
bus,20200827,on,12:45,6435
bus,20200827,on,13:00,6737
bus,20200827,on,13:15,6768
bus,20200827,on,13:30,6900
bus,20200827,on,13:45,6901
bus,20200827,on,14:00,8127
bus,20200827,on,14:15,8280
bus,20200827,on,14:30,10431
bus,20200827,on,14:45,11964
bus,20200827,on,15:00,17214
bus,20200827,on,15:15,18361
bus,20200827,on,15:30,17276
bus,20200827,on,15:45,13325
bus,20200827,on,16:00,12321
bus,20200827,on,16:15,11126
bus,20200827,on,16:30,10488
bus,20200827,on,16:45,9829
bus,20200827,on,17:00,11077
bus,20200827,on,17:15,10466
bus,20200827,on,17:30,9988
bus,20200827,on,17:45,9056
bus,20200827,on,18:00,8526
bus,20200827,on,18:15,7185
bus,20200827,on,18:30,6037
bus,20200827,on,18:45,4827
bus,20200827,on,19:00,4635
bus,20200827,on,19:15,3839
bus,20200827,on,19:30,3465
bus,20200827,on,19:45,2818
bus,20200827,on,20:00,2859
bus,20200827,on,20:15,2458
bus,20200827,on,20:30,2262
bus,20200827,on,20:45,2130
bus,20200827,on,21:00,2116
bus,20200827,on,21:15,1533
