mode,date,tap,time,count
bus,20201118,on,20:45,2233
bus,20201118,on,21:00,2338
bus,20201118,on,21:15,2241
bus,20201118,on,21:30,1936
bus,20201118,on,21:45,1844
bus,20201118,on,22:00,1855
bus,20201118,on,22:15,1839
bus,20201118,on,22:30,1628
bus,20201118,on,22:45,1258
bus,20201118,on,23:00,1076
bus,20201118,on,23:15,784
bus,20201118,on,23:30,640
bus,20201118,on,23:45,467
bus,20201119,off,00:00,437
bus,20201119,off,00:15,363
bus,20201119,off,00:30,236
bus,20201119,off,00:45,233
bus,20201119,off,01:00,188
bus,20201119,off,01:15,216
bus,20201119,off,01:30,172
bus,20201119,off,01:45,180
bus,20201119,off,02:00,108
bus,20201119,off,02:15,171
bus,20201119,off,02:30,160
bus,20201119,off,02:45,148
bus,20201119,off,03:00,95
bus,20201119,off,03:15,134
bus,20201119,off,03:30,65
bus,20201119,off,03:45,79
bus,20201119,off,04:00,146
bus,20201119,off,04:15,190
bus,20201119,off,04:30,198
bus,20201119,off,04:45,429
bus,20201119,off,05:00,732
bus,20201119,off,05:15,1260
bus,20201119,off,05:30,1811
bus,20201119,off,05:45,2814
bus,20201119,off,06:00,3455
bus,20201119,off,06:15,4892
bus,20201119,off,06:30,6089
bus,20201119,off,06:45,7541
bus,20201119,off,07:00,6962
bus,20201119,off,07:15,8991
bus,20201119,off,07:30,11427
bus,20201119,off,07:45,14004
bus,20201119,off,08:00,16125
bus,20201119,off,08:15,17616
bus,20201119,off,08:30,17857
bus,20201119,off,08:45,15867
bus,20201119,off,09:00,11142
bus,20201119,off,09:15,10106
bus,20201119,off,09:30,9168
bus,20201119,off,09:45,8265
bus,20201119,off,10:00,7070
bus,20201119,off,10:15,7201
bus,20201119,off,10:30,7184
bus,20201119,off,10:45,7551
bus,20201119,off,11:00,6748
bus,20201119,off,11:15,7112
bus,20201119,off,11:30,7222
bus,20201119,off,11:45,6922
bus,20201119,off,12:00,6448
bus,20201119,off,12:15,6825
bus,20201119,off,12:30,6943
bus,20201119,off,12:45,7077
bus,20201119,off,13:00,6479
bus,20201119,off,13:15,7063
